id,full_text,label,confidence
TXT0756,mbg ini outcome nya apa sih?,Kualitas Pangan,0.369
TXT0757,presiden prabowo bawa nama indonesia naik karena kolaborasi sama brazil di program mbg buat lawan kemiskinan,Politik,0.918
TXT0758,"perlu-enggak perlu. artinya, kalau mau ikut mencicipi, sebaiknya sekalian mereka memakannya sebagai  menu sarapan (kalau pagi) atau maksi 'lunch'. artinya, kebijakan mbg itu bukan sebatas dilihat dari materi makanannya, tetapi aktivitas makan sebagai ""ritual"".",Kualitas Pangan,0.7966
TXT0759,"makan bergizi gratis bagi siswa ternyata masih jauh dari target, di jakarta  saja baru berapa  % apalagi di pelosok, spti nya sulit terlaksana",Distribusi,0.7626
TXT0760,warteg saja  makanannya jauh lebih enak dan lengkap njir. mending anak sekolah dikasih makan makanan warteg dibanding mbg,Kualitas Pangan,0.8592
TXT0761,mbg untuk  beberapa  sekolah tampak bagus..apa mungkin dekat kediaman..nya atau gimana ya??🤔,Distribusi,0.9068
TXT0762,mbg tidak bisa menambah kecerdasan. tambah gendut bisa,Sasaran Penerima,0.6073
TXT0763,alasan mbg tetap dijalankan meski dalam  waktu libur itu tujuannya apa ? mohon kepada bapak presiden . mbg rawan di salah gunakan,Distribusi,0.9077
TXT0764,kayaknya anggota layak diberi mbg biar prestasinya lebih menonjol lagi.,Tata Kelola,0.5391
TXT0765,"mbg hanya janji manis tanpa perhitungan. dan proyek besar yang  ahirnya 'merugikan"" rakyat. seperti halnya janji 19 jt lapangan kerja. prabowo sudah gagal .",Politik,0.9174
TXT0766,prioritas nasional apaan? mbg? makan bergizi gagal?,Politik,0.8848
TXT0767,"mbelgedes, stop saja  itu mbg, bangun2 kodam dan batalyon tp. stop main tentara2an dan seremonial mewah. duit negara dibikin bancakan dia sendiri, rakyat dibawah nangis dia tidak peduli, menjijikkan presiden begitu",Politik,0.9154
TXT0768,wkwkw pertama kalinya ngeliat distribusi mbg secara langsung,Distribusi,0.907
TXT0769,"tujuan mbg selain buat anak2, lansia &amp; ibu menyusui. itu baik. adanya sppg di setiap daerah agar ekonomi masyarakat sekitarnya hidup. produk2 pertanian, peternakan, dll. diberdayakan. lalu, buat apa impor?. unfaedah jika ada impor. sungguh parah jika diduga ada minyak haram.",Ekonomi,0.9744
TXT0770,"korupsi mbg ini ngeri om, 1 t/hari..",Anggaran,0.9066
TXT0771,hari ini mbg nya spageti tidak enak bikin mual mana bauknya nge stain dikelas iyuhh,Kualitas Pangan,0.8615
TXT0772,eling utang negara makin banyak. itu program kocak kaya mbg hentikan. koruptor bangsat itu dapat lahan dari situ. sama buruan di sahkan perampasan aset tuh. anak anak koruptor tidak akan miskin. percaya dah.,Anggaran,0.9025
TXT0773,"adik saya dapat  mbg sama gurunya langsung dikasih warning, tidak boleh direkam ataupun difoto terus pulang-pulang adik saya diare sampai lemas  hehe",Kualitas Pangan,0.8613
TXT0774,jangan sampai dapur makelar mbg tidak ngebul..,Tata Kelola,0.9422
TXT0775,habis dengar  anak tidak mau makan mbg gara-gara tidak enak nangjs,Kualitas Pangan,0.8628
TXT0776,maaf kami masih fokus di mbg.,Distribusi,0.9079
TXT0777,iyhh soalnya kalau mbg nanti  saya  keracunan,Kualitas Pangan,0.8598
TXT0778,"mirip ya sama, ""angka keracunan mbg hanya 0,0 sekian persen"" hanya bjir",Kualitas Pangan,0.8562
TXT0779,gerak cepat presiden prabowo lewat mbg pastikan setiap anak dapat hak sehat sejak dini,Sasaran Penerima,0.8644
TXT0780,kelucuan mbg hari ini:,Lainnya,0.9139
TXT0781,🤣🤣 wamen stella: mbg berpotensi tingkatkan kemampuan matematika dan bahasa inggris,Politik,0.9118
TXT0782,saya kira mbg,Lainnya,0.9244
TXT0783,"mending tidak usah adain mbg, tolot amat sih",Distribusi,0.9044
TXT0784,keinget xavier korban mbg,Lainnya,0.9193
TXT0785,"duit pajak yang  harusnya bisa dipakai bangun infrastruktur buat rakyat, malah dipakai buat mbg. pak , tolong prioritaskan dulu infrastruktur rakyat. supaya rakyat mudah mencari rezeki buat beri makan bergizi bagi anak2nya.",Anggaran,0.9012
TXT0786,dpr geram 215 siswa ntt keracunan mbg coreng program baik pemerintah,Kualitas Pangan,0.8594
TXT0787,"dengan tangan teguh &amp; hati merah putih, prabowo membentangkan dua sayap untuk rakyat: mbg ( makan bergizi gratis) yang memberi makan bergizi bagi generasi masa depan, dan ribuan koperasi sebagai mesin ekonomi rakyat. ini bukan janji kampanye—ini langkah revolusi kemakmuran!",Politik,0.9143
TXT0788,"untuk mekanisme libur, karena untuk anak sekolah dikirim ke sekolah, maka seluruh kepala sppg sekarang harus tahu berapa banyak anak yang bersedia datang ke sekolah dia. ketika hadir ke sekolah, maka mbg untuk anak sekolah berlanjut,"" kata dadan hindayana lanjutkan mbg keren",Distribusi,0.905
TXT0789,sudah tahu defisit maksa mbg dan proyek besar lainnya,Anggaran,0.8999
TXT0790,"tapi anak2 saya juga sudah pada  tidak mau mbg-nya, jadi tiap hari ya ngebekal. tmn2nya jg. sampai gurunya suruh  bawa tempat makan kosong buat bawa pulang mbg yang  tidak abis, ih",Distribusi,0.8961
TXT0791,meresahkan! berikut kronologi viral menu mbg berbelatung di tambakboyo tuban,Kualitas Pangan,0.8614
TXT0792,rawan sabotase sebaiknya mbg dihentikan seblm ada korban yang  fatal,Tata Kelola,0.8939
TXT0793,kok tahu memangnya  ini orang yang  bicara  makan mbg juga apa asbun,Kualitas Pangan,0.8593
TXT0794,ternyata di khalayak umum memang tidak pada  ngeh kalau yang  diprotes soal mbg itu bukan perihal makanannya tapi dibalik layarnya yang  rawan penyelewengan,Kualitas Pangan,0.8502
TXT0795,mbg dimasukkan ke anggaran pendidikan. sudah tidak paham lagi saya,Anggaran,0.9035
TXT0796,"enggaa kok, di sekolah deket rumah ku belum masuk nerima mbg, dan jajanan yang dia bawa pulang itu cakwe",Distribusi,0.9032
TXT0797,slb memang  tidak dikasih mbg ya?,Lainnya,0.9211
TXT0798,"giat² oknum mubazir impor pesawat, mbg, fasilitasi diri, bancakan hasil bumn dan lain serakah lalu utang &amp; naikkan pajak, tak fasilitasi kesejahteraan, usaha ekonomi &amp; bantu warga miskin. tidak beri teladan jalankan tujuan negara uudri 1945 jiwa pancasila, pedoman membangun bangsa ri.",Politik,0.918
TXT0799,"tidak bisa bayangin mbg ini untuk ibu hamil, apa tidak langsung keguguran dan trauma.",Sasaran Penerima,0.946
TXT0800,yaampun berarti mbg itu  downgrade sangat  dari porsi dia biasanya,Anggaran,0.4704
TXT0801,dapat  mbg bang ?!!,Lainnya,0.9217
TXT0802,"perubahan di kabinet sih lebih variasi daripada sekarang, tidak akan bilang pasti baik ini politik coy, tapi minimal tidak  ada mbg, dan keduanya pro pendidikan. butuh presiden yang pro ke pendidikan. lah wowo? najis",Politik,0.911
TXT0803,teman 🥒 sekolah ku besok sudah mulai dapat  mbg🤪🤙,Distribusi,0.9023
TXT0804,program mbg langkah menuju indonesia emas,Sasaran Penerima,0.9494
TXT0805,keracunan mbg ia,Kualitas Pangan,0.8601
TXT0806,"gini kamu min, mbg adalah program yang bertahap dalam pelaksanaannya. tidak serentak menyesuaikan kemampuan negara. harapannya target tercapai secara nasional pada 2029",Tata Kelola,0.8895
TXT0807,hah mbg hanya sampai agustus?,Distribusi,0.904
TXT0808,memangfaatkan pisang kondangan + susu mbg,Kualitas Pangan,0.8557
TXT0809,perlu dikasih mbg nih..🤤,Lainnya,0.9227
TXT0810,238 ribu siswa di padang belum nikmati makan bergizi gratis,Sasaran Penerima,0.9313
TXT0811,mbg dimana ini bun,Lainnya,0.9234
TXT0812,"kapolres kediri akbp bramastyo priaji, s.h., s.i.k., mengikuti kegiatan evaluasi dan penyampaian optimalisasi program mbg (makan bergizi gratis).",Tata Kelola,0.946
TXT0813,"mbg sudah berjalan beberapa  bulan. apakah ada evaluasi terhadap  manfaat dan kegunaannya? uang sebanyak itu bukannya lebih  baik untuk membebaskan seluruh murid mulai dari tk sampai slta dari segala pungutan uang yang  dibebankan kepada orangtua  murid seperti uang: spp, seragam, buku, dll. dan",Anggaran,0.9002
TXT0814,minggu kemarin  bapaknya chiyo hampir berdebat sama  kakaknya perkara mbg 🤣🤣..keluarga bapaknya chiyo 02 garis keras karena  ngikut anjuran gereja (katanya),Politik,0.9103
TXT0815,"ratusan siswa smp di sleman tumbang usai santap mbg, diduga keracunan! distribusi disetop sementara -",Kualitas Pangan,0.8661
TXT0816,iya menteri zulhas betul siswa yang  biasa makan ubi- talas- jagung akan terkaget-kaget perutnya ketika makan mbg yang  bergizi itu akhirnya mules lama kelamaan nanti  terbiasa mirip  menteri zulhas itu,Kualitas Pangan,0.8578
TXT0817,kantin mbg posyandu saya bagus kok bersih tipe tipe kantin gen z bismilah tidak ada belatungnya,Kualitas Pangan,0.8643
TXT0818,pantas  orang inggris pintar  bahasa inggris karena mereka mengkonsumsi mbg (apa begitu kira kira isi otak wanita ini) ?,Kualitas Pangan,0.4376
TXT0819,"wakil direktur eksekutif kemitraan unicef, kitty van der heijden, menyampaikan apresiasi atas komitmen kuat indonesia dalam mengatasi persoalan gizi anak dan memastikan hak anak terpenuhi melalui program mbg",Sasaran Penerima,0.8726
TXT0820,"masalah apapun mbg tetap menjadi prioritas, ya kan pak",Sasaran Penerima,0.8438
TXT0821,outcomenya kenaikan pbb diberbagai daerah karena alokasi transfer ke daerah turun akibat alokasi pusat ke mbg luar biasa jor joran,Anggaran,0.8836
TXT0822,"pemerintah meluncurkan program cek kesehatan gratis (ckg) mulai 4 agustus 2025 untuk 53,8 juta pelajar di 282 ribu sekolah, bekerja sama dengan puluhan ribu puskesmas. menko pmk pratikno menyebut program ini mendukung lahirnya sdm unggul sekaligus melengkapi program mbg.",Sasaran Penerima,0.9434
TXT0823,mbg dapat kembalian goceng,Lainnya,0.9254
TXT0824,program gemoy kacau semua..ngak mbg tidak  koperasi..lengserkan saja sepaket..,Politik,0.9117
TXT0825,"wah, kawannya mbg kah? yang sudah ada diacak biar kelihatan kerja.",Tata Kelola,0.7675
TXT0826,mbg. makan belatung gratis 🥰,Kualitas Pangan,0.8546
TXT0827,yang  5 orang berhak sekolah di sekolah rakyat dan tentu saja ada mbg,Sasaran Penerima,0.6627
TXT0828,"mohon maaf, beasiswanya dipotong buat mbg",Anggaran,0.9086
TXT0829,bener. mbg juga bisa jadi salah satu penyebab orang pakai  bpjs kan? 🤷,Sasaran Penerima,0.674
TXT0830,"buang buang anggaran bapak melakukan penhematan tapi sangat banyak institusi yang menghambur2kan uang tetap di biarkan, ini kalau semua  bisa di hilangkan, naympe pak buat danai mbg",Anggaran,0.9026
TXT0831,"apa yang  terjadi di malaysia seluruhnya terjadi juga disini, tapi kenapa disini tenang2 sj, karena sudah aman dengan  mbg &amp; hidup jokowi!! :d :d :d",Politik,0.9245
TXT0832,"mbg bisa meningkatkan kemampuan matematika dan bahasa arab siswa, matematika hitungan amal kebaikan dan amal keburukannya selama di dunia, dan bahasa arab untuk komunikasi dengan malaikat di alam kubur. terjadi saat keracunan berakibat fatal",Kualitas Pangan,0.5736
TXT0833,"makanan itu bukan urusan guru ya dek ya itu urusan tukang mbg, kalau urusan betah di parkiran apa di ""papan tulis"" ya urusan betah mah beda lagi, kalau  dia tetap  ngejalanin kewajiban ajar  yaudah sih gpp, kecuali itu  guru lalai",Tata Kelola,0.9452
TXT0834,link berita anggaran brazil : link berita anggaran indonesia:,Anggaran,0.9054
TXT0835,"ya kan kita tidak bawa orang tua, kampung. did i mention your goddamn family into this fucking conversation? idih, hahahahhahaha sudah ah capai  bicara  sama 02 voter, kasih tahu presiden kamu suruh stop mbg program sampah",Lainnya,0.4349
TXT0836,"mulai dari mbg,sekolah rakyat,koperasi merah putih,giant sea wall..semua pakai  dana trilyunan..yg penting bisa cair dari apbn..entah nyangkut dimana..paraah..",Anggaran,0.9127
TXT0837,"belum lagi inflasi dkk wkwk kalopun bunganya tidak ada, tetap  berat. sudah pling benar  itu semuanya disubsidi. apbn buat mbg diilangin ae+apbn pendidikan tinggk 90% buat ptn² dikti, bukannya malah dikasih ke sekolah kedinasan kementerian",Anggaran,0.9001
TXT0838,"tidak utama2 juga, buktinya kualitas mbg jelek juga.",Kualitas Pangan,0.8364
TXT0839,"target penerima mbg meningkat signifikan dari 17,9 juta menjadi 82,9 juta orang",Sasaran Penerima,0.9515
TXT0840,"5. membuka jalur distribusi baru. di bawah kepemimpinan bapak , bp taskin menyasar 9 sektor ekonomi,mendorong investasi dan kewirausahaan di kantong-kantong kemiskinan. mbg menjadi ujung hilir dari strategi besar pengentasan kemiskinan nasional.",Ekonomi,0.9745
TXT0841,"maav indog tidak ikutan, lagi sibuk mbg",Lainnya,0.9129
TXT0842,sekolah mana bang yang 5 hari kebanyakan anak sd sampai sabtu baru minggu libur terus  masalah kemana larinya mbg kalau  libur ya akan di fokuskan kepada ibu hamil dan mengasihi lanjutkan mbg,Distribusi,0.9052
TXT0843,apalagi yang  dari mbg,Lainnya,0.9045
TXT0844,"ngapain minta maaf. lagi  sudah sesuai visi, makan belatung gratis (mbg), yang nantinya anak-anak keracunan itu disiapkan untuk jadi 'calon pasien', karena prabowo sedang mempersiapkan banyak fakultas kedokteran.",Kualitas Pangan,0.8582
TXT0845,mbg mu tidak penting.,Lainnya,0.8743
TXT0846,apa tujuan utama mbg tuh depopulasi yaa,Ekonomi,0.9669
TXT0847,"dan akhirnya sebagian anak trauma mbg, pengawasan masih lemah, padahal sering terjadi keracunan di bbrapa wilayah",Tata Kelola,0.5851
TXT0848,"programnya bagus, di negara2 maju juga diterapkan di sekolah2, di indonesia sendiri sudah ada sejumlah sekolah swasta yang  melakukan sebelum ada mbg. beri ortunya pekerjaan ? makanya jangan nyinyirin investasi dan hilirisasi industri",Ekonomi,0.6267
TXT0849,anggarannya sudah habis dipakai  mbg dan gaji &amp; tunjangan kementerian yang gendut itu sama posisi-posisinya sudah diisi oleh tni :),Anggaran,0.9029
TXT0850,sebenarnya  lebih ke apus ajg anggaran mbg bodoh,Anggaran,0.9049
TXT0851,mbg presale goes lives,Lainnya,0.9232
TXT0852,program mbg melibatkan umkm lokal,Distribusi,0.8684
TXT0853,itulah arti dari efisiensi. judul nya dana pendidikan..padahal aslinya dana mbg sarang koruptor dan sumber keracunan nasional,Anggaran,0.9032
TXT0854,"iya  liburan ili jatah e mbg seminghu 2x tapi do ora gelem, lah repot ngter2e opo malah anak2 e kon njupuk neng sekolahan",Distribusi,0.9069
TXT0855,ketahuan memasang bendera one piece di paksa makan mbg (smile),Politik,0.7733
TXT0856,"anak sehat, bangsa kuat! kami mendukung penuh makan bergizi gratis untuk masa depan generasi indonesia yang lebih cerah.",Sasaran Penerima,0.9448
TXT0857,syamsul melanjutkan bahwa pelaksanaan mbg tidak cukup hanya menjadi program administratif atau transaksional.,Tata Kelola,0.9365
TXT0858,"program mbg ini bukan cuma soal makan gratis, tapi ekosistem ekonomi kerakyatan. salut.",Ekonomi,0.9746
TXT0859,cellica nurrachadiana sebut kolaborasi penting untuk sukseskan program cek kesehatan dan makan bergizi gratis,Sasaran Penerima,0.9442
TXT0860,"bacot jing, 1 rupiah pun tidak sudi gua, selamat wok, kamu semua sudah buang duit negara + ngeracunin anak-anak. kamu kira bocah senang  apa adikasih mbg? tidak  jing, mereka sudah muak, guru juga sudah pada capek, belum  lagi limbahnya bikin bau doang, yang  pertama ngide mending kamu pada tobat semua.",Kualitas Pangan,0.8487
TXT0861,"muantap korupsi di mbg program unggulan . bgn-yayasan (punya kader/afiliasi?)-mitra. ruwet..ruwet hanya diam? omon mau kejar krouptor ke gurun, kutub.",Politik,0.9164
TXT0862,program mbg merupakan langkah pemerintah prabowo gibran dalam memenuhi kebutuhan gizi anak indonesia,Sasaran Penerima,0.9477
TXT0863,"hanya saja, belum semua sekolah mendapatkan program mbg apalagi sekolah di desa-desa.",Distribusi,0.9063
TXT0864,go mbg,Lainnya,0.9275
TXT0865,"nek saya dadi wong tuone wes misuh-misuh saben ngeterke sekolah, bocah tak rumat apik-apik, tak jogo kesehatan e, dipekso mangan panganan basi. nek nganti mlebu rs yo bayar dewe to? po iyo panitia mbg gelem nanggung biaya rawat e? kok isoo isih do meneng wae ki pie paak buuk",Kualitas Pangan,0.8512
TXT0866,kasih  mbg beracun dan nipu 19 juta lapangan kerja,Kualitas Pangan,0.8528
TXT0867,kalah mbg juga,Lainnya,0.9239
TXT0868,"setuju, kalau  bisa sambil keliling ke daerah2 yang  kualitas sekolahnya masih kurang dan ikut makan porsi mbg disana.",Distribusi,0.9029
TXT0869,"di pandeglang kota apalagi desa tidak ada mbg, apakah kota ini bagian dari philipina?",Distribusi,0.9062
TXT0870,"ok. dicoba seringkas mungkin ya misalkan program mbg di suatu kecamatan yang  jauh dari pusat perekonomian negara ini, mensupply makanan untuk 100 siswa per hari selama 200 hari per tahun. berapa volume pangan pokok (beras/jagung/ ubi/ sagu) yang  diperlukan? berapa  kilo sayuran n buah?",Sasaran Penerima,0.6754
TXT0871,anggaran pendidikan disunat buat mbg.. tidak ada jaminan hidup yang  layak buat tendik.. we' doomed..!!,Anggaran,0.9028
TXT0872,"program makan bergizi gratis (mbg) kini hadir sebagai investasi krusial bagi masa depan anak-anak indonesia dengan menyediakan asupan gizi lengkap yang memastikan setiap anak tumbuh optimal, cerdas, dan berdaya. selengkapnya kunjungi :",Sasaran Penerima,0.9476
TXT0873,mbg pak tolong jangan buta evaluasi,Tata Kelola,0.9488
TXT0874,ya sekarang  stop mbg dut,Lainnya,0.9239
TXT0875,"tidak sepenuhnya menolak mbg karena sebetulnya program ini, idealnya bisa bermanfaat untuk banyak sendi-sendi perekonomian.. tentu dengan syarat dan ketentuan berlaku. penting untuk melakukan peninjauan kembali mengingat banyak kasus terkait mbg ini",Tata Kelola,0.8223
TXT0876,kasih  laporan ke tuan nya bahwa  dalam  program mbg banyak  keracunan.,Kualitas Pangan,0.8579
TXT0877,program mbg jadi bukti nyata upaya memperkuat daya beli sekaligus kualitas sdm,Ekonomi,0.9128
TXT0878,"badan gizi nasional (bgn) memastikan program makan bergizi gratis tetap berjalan selama masa libur sekolah. kendati begitu, mbg hanya diberikan kepada murid dan guru yang bersedia datang ke sekolah . lanjutkan mbg keren",Distribusi,0.9042
TXT0879,"ketika segala aspek kehidupan dipajakin untuk kepentingan program nasional, berarti program2 seperti mbg, kopdes dan kebijakan populis lainnya, dananya dari  kita juga dong.padahal program2 tersebut belum  tentu bermanfaat dan berpotensi dikorupsi pula oleh pejabat.",Anggaran,0.909
TXT0880,"kasih tahu teman  kalian yang  pilih oke gas. kalau masih tidak sadar, suruh survey dapur mbg yang  lagi psing memikirkan  modal karena  bingung gaji karyawan.",Tata Kelola,0.9443
TXT0881,"makan bergizi gratis perdana buat anak wedok, semoga aman dan terima kasih!",Sasaran Penerima,0.9526
TXT0882,padahal  mobil menteri yang  lama kan masih bagus dan masih layak dipakai  kenapa harus pakai  mobil baru yang  dananya bisa dialokasikan ke tempat lain mirip  mbg,Anggaran,0.9044
TXT0883,mana mbg saja  masih 5 juta siswa begitu ,Sasaran Penerima,0.9547
TXT0884,kalau pemerintah tidak menjalankan amanat uud 45 apakah bisa disebut melanggar konstitusi bang? secara mbg bukan amanat uud 45 tapi merupakan janji kampanye . kenapa alokasi biayanya diambil dari  anggaran pendidikan yang  seharusnya 20% dari  apbn??,Anggaran,0.913
TXT0885,dear mbg gratis tapi masuk igd oke gass,Kualitas Pangan,0.8378
TXT0886,"aliran uang : mbg, gaji dpr, proyek ghoib..",Anggaran,0.9079
TXT0887,halu..halu..instan sekali  itu mbg dikira serum kali ya seperti  di film shaolin soccer,Kualitas Pangan,0.8398
TXT0888,dukung penuh! makan bergizi gratis penting sekali  buat adik-adik papua,Sasaran Penerima,0.9475
TXT0889,"karena duit efisiensi dipakai  makan bergizi gratis, kopdes, dll. mulyani bahkan bilang kalau  tidak ada efisiensi di saat program prabowo seabrek, defisit makin lebar. apbn jebol! jadi, efisiensi memang  cuma buat ngalihin duit ke programnye die saja  hahaha kacoo",Anggaran,0.9028
TXT0890,"sampai saat ini, ada 2 prestasi presiden yang  menonjol. pertama mbg kedua prajurit tni berpesta ria sebab non job ada meja. sisanya cara komunikasi menteri bapak seperti kentut",Politik,0.9171
TXT0891,pemkab lebak optimistis program mbg mampu cegah stunting dan malnutrisi,Sasaran Penerima,0.9474
TXT0892,"senjata rahasia anda kan, mbg, joget gemoy dan mulyono 🫵",Politik,0.9127
TXT0893,"bhahahahahah woyy ransum tni mah masih enakk, kasih ae mbg sakuprit iku cookk",Kualitas Pangan,0.8525
TXT0894,"anggota dpr ri fraksi pdi perjuangan, edy wuryanto mendesak pemerintah untuk memastikan keamanan pangan, mutu pangan, dan gizi dalam program makanan bergizi gratis (mbg) guna mencegah keracunan. tentang pp 86 2019. di sini disebutkan bahwa pasal 47 pengawasan terhadap pemenuhan",Tata Kelola,0.9406
TXT0895,"day 1 dapat  mbg, nanti  kita  review",Lainnya,0.5511
TXT0896,"resmikan dapur sppg, wabup gresik asluchul alif sebut perluas cakupan mbg gresik, 15 agustus 2025 - pemkab gresik menunjukkan komitmen kuat dalam mendukung dan menyukseskan program strategis mbg bagi siswa sekolah. salah satunya dengan bangun  dan sppg kec. kebomas.",Distribusi,0.8853
TXT0897,"mentri kamu woy, urusin daripada sok sok peduli program sampah gagal dan lebih banyak mudharat daripada manfaat mirip  mbg. program gagal, jadi presiden tidak becus, bacot saja  peduli. sok sok ancam menteri yang kerja tidak bener, mana tindakannya?",Politik,0.9169
TXT0898,anak saya daripada dapat  mbg tidak enak terus mending puasa ceunah,Kualitas Pangan,0.8614
TXT0899,"saya  saja  sampai gumoh bolak balik cuma kesuksesan palsu program mbg, saya punya anak 2 semuanya masih sekolah sma dari pertama kali mbg di rilis belum  pernah sekalipun anak anak dapat  mbg, bukannya ngiler mbg tapi memang unfaedah wo",Distribusi,0.9007
TXT0900,"setuju dengan saranmu. kantin sekolah terkelola bisa efisien, tapi butuh pengawasan ketat agar tak korup. lapangan kerja dan stabilisasi harga pangan via koordinasi antar kementerian (mendikbud, mensos, ppa) lebih berkelanjutan daripada potong 44% anggaran pendidikan. mbg baik,",Tata Kelola,0.8249
TXT0901,"suami temenku ditanya ""kenapa kok pilih  makan siang gratis?"" dia jawab ""ya enak lah dapat makan gratis, memang  kamu tidak mau?"" bro tidak tahu program mbg bukan buat semua masyarakat wkwk, pinternya kebangetan 🤣",Kualitas Pangan,0.858
TXT0902,ini sudah terjadi atau masih perkiraan (yang hampir pasti terjadi) saja ya? soalnya sekolah dasar di desa saya belum dapat mbg.,Distribusi,0.9064
TXT0903,"semenjak mbg anak2 jarang habis, saya tim menunggu mbg",Distribusi,0.9039
TXT0904,jadi setiap jam makan siang pihak siswa dianjurkan datang mengambil jatah mbg nya.lanjutkan mbg,Distribusi,0.9028
TXT0905,saya abis makan mbg sisa adik  semoga  aman deh 🤤,Kualitas Pangan,0.6008
TXT0906,jangan jangan mbg bangkrut makanya anak sekolah di suruh belajar darling aww cuh,Kualitas Pangan,0.8514
TXT0907,"rapat rapat terus, katanya pada cerdas tapi hasinya pajak, keracunan mbg, rekening di blockir. kenapa si pinternya memeras rakyat kecil. koruptor kalian gagal bersihkan.",Politik,0.9175
TXT0908,mr! bakal ada free makan tidak tiap hari? mbg,Distribusi,0.9066
TXT0909,"sudah menu nya simple kayak  tidak bergizi, porsi yang  secukupnya, gaji tidak layak, malah menyusahkan rakyat lagi, yakali sekelas mbg tidak punya tim quality control dan ahli gizi nya",Kualitas Pangan,0.8439
TXT0910,program presiden prabowo yaitu mbg makan bergizi gratis buat anak sekolah itu bertujuan untuk  investasi masa depan bangsa,Sasaran Penerima,0.9414
TXT0911,"wah, mas samhugget, benar  akeh wong mumet amarga pengangguran ing indonesia saiki sekitar 4.8% (data maret 2025), luwih dhuwur kanggo pemuda 16%. negoro lagi dorong program kaya koperasi desa merah putih lan makan bergizi gratis kanggo nggawe gawean ing desa. solusi: latihan",Politik,0.9108
TXT0912,"wo..iya dikau wo, .. pakai anggaran trilyunan buat bikin mules, stop deh mbg mu. kayaknya harus ada korban jiwa dari anak anak ini, baru dievaluasi. andai dilanjutkan, kasih duitnya ke orangtua  anak. mereka lebih paham  akan menu sehat buat anaknya. daripada dikorupsi pengelola mbg",Anggaran,0.9092
TXT0913,"mbg tiap hari ada gebrakannya mlu, bikin malu saja  sudah",Kualitas Pangan,0.2894
TXT0914,"mbull kamu tidak maluu apaa liat rakyt kamu jadi korban mbg paksaan kamu itu  ?, jangn liat sudah berapa yang  diterima tapi liatt juga tuh korban yang  keracunan baerapa banyakk kocagg",Kualitas Pangan,0.8533
TXT0915,"program makan bergizi gratis merupakan program prioritas nasional yang dilaksanakan secara bertahap di seluruh indonesia. survei baseline ini, menyasar rumah tangga dengan anggota yang berstatus pelajar dari jenjang prasekolah hingga sma.",Sasaran Penerima,0.926
TXT0916,"program makan bergizi gratis (mbg), menyongsong indonesia emas 2045",Sasaran Penerima,0.9471
TXT0917,kepala bangun  dadan hindayana menanggapi keracunan ratusan siswa di ntt. begini katanya.,Kualitas Pangan,0.8583
TXT0918,kenapa mbg??,Lainnya,0.9218
TXT0919,"btw ada loker nie posisi akuntan mbg cabang dikemayoran, harus sarjana akuntansi ya",Tata Kelola,0.9329
TXT0920,dapur mbg payakumbuh,Lainnya,0.9258
TXT0921,program ini memang harus dipaksa agar seluruh anak anak mendapatkan asupan gizi yang seimbang dan bisa tumbuh dengan sempurna lanjutkan mbg,Sasaran Penerima,0.9484
TXT0922,"no, pertanyaan yang  lebih bagus sih, program money sinkhole macam mbg dan susunan kabinetnya apakah beda?",Politik,0.6585
TXT0923,"unpopular opinion: itu memang  jobnya si ibu buat cari  duit. yang  bikin mbg, prioritasin tni/polri, bikin danantara, atau kebijakan2 lain  yang  ngaruh langsung ke publik itu arahan bosnya si ibu atau menteri2 yang lain.",Politik,0.9105
TXT0924,"berbaik hati dengan  yang  dibawah mbg, sekolah rakyat, bansos.. tidak tahunya  diatas bagi-bagi kue.. mentri rangkap komisaris sampai buzer/pendukung juga jadi komisaris bumn",Politik,0.9166
TXT0925,"mencerdaskan kehidupan bangsa, dengan program mbg 🤣🤣 guru dianggap beban.. wakakakakakakakaka..goblook..goblok",Politik,0.9136
TXT0926,meanwhile semalam  prabski di hut partai pidato bangga banggain mbg kalau  itu program sukses yang selalu dinanti anak anak,Politik,0.9116
TXT0927,"terima kasih atas perhatian dan kepeduliannya untuk anak-anak indonesia. makan bergizi gratis bukan sekadar bantuan, tapi investasi besar untuk masa depan bangsa.",Sasaran Penerima,0.9513
TXT0928,menambah lagi keracunan madal mbg fan korupsi dana mbg,Kualitas Pangan,0.4493
TXT0929,"lahh iya , delivery kali yak permisi makan bergizi gratis nya",Lainnya,0.4898
TXT0930,"gini lho, jum - ps jadi presiden di akhir 2024, dengan  apbn'25 sudah di-dok dpr. - dalam  apbn'25 tidak ada program mbg dengan  biaya yang  mega triliun. - tapi ps ngotot mbg harus jalan, dengan  persiapan yang  minim tanpa kajian publik yang  memadai. - uang mbg 'merampok' anggaran program lain. - ..",Anggaran,0.9067
TXT0931,"hahahah kocak, tetangga saya di hargai mbg 7ribu per pack, bergizi nya dimana kocak",Anggaran,0.5399
TXT0932,"overthinking hal tidak penting ajg, itu mbg saja  si pikirin cokk",Tata Kelola,0.369
TXT0933,badan gizi nasional (bgn) menyatakan tetap mendistribusikan makan bergizi gratis (mbg) selama libur sekolah dengan jadwal pengiriman ke sekolah yang dilakukan setiap hari senin dan kamis.,Distribusi,0.9042
TXT0934,"bukan hanya siswa, guru hingga keluarga diduga keracunan mbg di sragen baca di",Kualitas Pangan,0.8584
